Job Title,Company Name,Location,Skills,Years of Experience,Education,Job Type,Salary
Data Scientist,INADEV,McLean; VA 22102,"Github, Azure, NoSQL, Python, Pandas, Presentation Skills, MongoDB, Docker, Natural Language Processing, Statistical Analysis, Linux, AI, Scripting, NumPy, Scikit-learn, APIs, Data Mining, AWS, SQL, Data Visualization, Statistics, Tableau, Machine Learning",5,Bachelor,Full-time,100;000 - 120;000 a year
Deep Learning Architect; GenAI Innovation Center,Amazon.com Services LLC,Santa Clara; CA 94085,"AI, Sales, Deep Learning, R, AWS, Java, Cloud Computing, Python, Computer Science, Marketing, Statistics, Research, Machine Learning",Not specified,Bachelor; Doctorate; Master,Full-time,105;100 a year
Senior Manager Data Scientist,Capital One,McLean; VA,"Spark, Deep Learning, R, Analytics, Data Analytics, AWS, Big Data, Cloud Computing, Python, Scala, Data Analysis, Research, Machine Learning",7,Bachelor; Doctorate; Master,Full-time,Not specified
Sr. Contract Data Analyst,Amyx; Inc.,Falls Church; VA 22044,"Accounting, Marketing, Excel",5,Bachelor,Full-time,Not specified
Data Scientist- TikTok Ads; Privacy,TikTok,San Jose; CA 95110  (Downtown area),"R, Analytics, Data Mining, Data Engineering, SQL, Quantitative analysis, Python, Computer Science, Marketing, Statistics, Research",Not specified,Not Specified,Not specified,145;000 - 281;000 a year
Data Science Research Specialist,Accenture,New York; NY,"Azure, Analytics, Google Cloud, Data Analytics, Team Management, SQL, Python, Statistics, Research, Leadership, Data lake, Machine Learning",3,Master,Full-time,Not specified
Data Scientist II,ManTech,Washington; DC 20528  (Downtown area),Data Analysis,Not specified,Bachelor,Full-time,Not specified
Data Innovation Expert,PHASTAR,Remote,"AI, Data Analysis, Machine Learning, Statistical Analysis, Research, Big Data",Not specified,Doctorate,Part-time,Not specified
AI/ML - Data Engineer; ML Innovation,Apple,Seattle; WA,"Spark, Analytics, NoSQL, A/B Testing, Distributed Systems, SQL, Java, Kafka, Scala, Python, Computer Science, Kubernetes, Machine Learning",3,Not Specified,Full-time,131;500 - 243;300 a year
Product Architect; Machine Learning,IQVIA,Durham; NC 27703,"AI, Analytics, Python, Machine Learning, Research, Big Data",Not specified,Not Specified,Full-time,Not specified
Data Science & Analytics Manager,Piper Sandler,Minneapolis; MN,"Analytics, Data Analysis, Marketing, Financial Services, Leadership, Machine Learning",Not specified,Not Specified,Full-time,Not specified
Decision Scientist,Meta,Menlo Park; CA 94025,"Scripting, R, Analytics, Pandas, Data Mining, Hadoop, NumPy, SQL, Quantitative analysis, Data Visualization, Data Analysis, Python, Natural Language Processing, Computer Science, Statistics, Marketing, Research, Machine Learning",5,Bachelor; Doctorate; Master,Not specified,133;000 - 185;000 a year
Data Scientist,Johnsonville,Sheboygan Falls; WI,"R, Analytics, SQL, Data Visualization, Data Analysis, Python, Computer Science, Statistics, Machine learning frameworks, Research, Leadership, Machine Learning",5,Bachelor,Full-time,Not specified
Data Scientist,Generac Power Systems,Waukesha; WI 53188,"Go, R, Analytics, Excel, Data Analytics, Data Mining, SQL, Java, Data Visualization, Cloud Computing, Python, SAS, Data Analysis, Perl, Statistical Analysis, Tableau, Computer Science, Machine Learning",Not specified,Not Specified,Full-time,Not specified
Inventory Management Data Scientist,Clark Associates,Remote in Lancaster; PA 17602,"R, Excel, Forecasting, SQL, Python, Statistics, MATLAB, Research, Power BI, Machine Learning",4,Bachelor; Master,Not specified,90;000 - 130;000 a year
Data Scientist,Carrier,Atlanta; GA 30339,"Azure, Python, Computer Science, Matplotlib, Pandas, Data Analysis, Statistical Analysis, PyTorch, AI, R, NumPy, Scikit-learn, Hypothesis testing, Java, TensorFlow, AWS, SQL, Data Visualization, Statistics, Tableau, Machine Learning",3,Bachelor,Full-time,Not specified
Data Scientist (All Levels),Noblis,McLean; VA,"Analytics, Data Analytics, Data Mining, MongoDB, SQL, Java, Scikit-learn, Docker, Python, Agile, TensorFlow, Kubernetes, MySQL, PyTorch, Git, Machine Learning",14,Bachelor; Doctorate; Master,Full-time,70;800 - 353;500 a year
Research Scientist; Machine Learning and Eye Tracking,Meta,Redmond; WA,"Computer Vision, R, Python, Computer Science, Statistical Analysis, Research, PyTorch, Machine Learning",5,Bachelor; Doctorate,Not specified,177;000 - 251;000 a year
Data Scientist (Rating & Underwriting Modeling),State Farm,Hybrid work in Bloomington; IL 61701,"R, Analytics, AWS, SQL, Python, SAS, Marketing, Statistics, Linux, Financial Services, Research, Leadership",Not specified,Master,Full-time,Not specified
User Insights Data Scientist - USDS,TikTok,Hybrid work in Los Angeles; CA,"Analytics, A/B Testing, SQL, Data Visualization, Data Analysis, Python, Statistics, Tableau, Machine Learning",2,Bachelor; Master,Not specified,108;300 - 168;800 a year
Data Scientist; CG-1560-13; Term Appointment NTE 2 years,US Federal Deposit Insurance Corporation,Salt Lake City; UT,"AI, R, Analytics, XML, JSON, SQL, Java, Data Analysis, Python, SAS, Computer Science, Statistics, Tableau, Research, Power BI, Machine Learning",Not specified,Not Specified,Full-time,113;750 - 240;993 a year
Data Scientist,KeyLogic Systems,Washington; DC,"AI, Spark, Deep Learning, Analytics, Data Analytics, Computer Science, TensorFlow, Leadership, PyTorch, Machine Learning",4,Bachelor; Doctorate; Master,Not specified,Not specified
Sr Forecasting & Modeling Analyst,NiSource,Columbus; OH 43215  (Downtown area),"Scripting, R, Analytics, Excel, Forecasting, SQL, Data Visualization, Python, Computer Science, Statistics, Tableau, Data lake, Data Warehouse",3,Bachelor,Full-time,77;400 - 116;200 a year
Machine Learning Engineer; Search Ads - USDS,TikTok,Hybrid work in Mountain View; CA 94041,"Go, Deep Learning, Data Analysis, Python, Natural Language Processing, Computer Science, Research, Machine Learning",Not specified,Not Specified,Not specified,119;000 - 168;150 a year
Applied Scientist; Conversational AI ModEling and Learning,Amazon.com Services LLC,Bellevue; WA,"AI, Spark, Deep Learning, R, Distributed Systems, Hadoop, NumPy, Scikit-learn, Java, SciPy, Natural Language Processing, Python, TensorFlow, Research, Leadership, PyTorch, APIs, Machine Learning",3,Doctorate; Master,Full-time,136;000 a year
Sr. Data Scientist; AWS Enterprise Support Customer Health Insights,Amazon Web Services; Inc.,Arlington; VA,"AI, Scripting, Sales, R, Business Analysis, AWS, SQL, Data Visualization, Cloud Computing, Python, SAS, Marketing, Statistics, MATLAB, Research, Leadership, Tableau, Machine Learning",5,Not Specified,Full-time,Not specified
Data Scientist,Provident Credit Union,Hybrid work in Redwood City; CA 94065,"R, Analytics, Excel, Banking, SQL, Scikit-learn, Data Visualization, Data Analysis, Python, Marketing, Accounting, Statistics, Financial Services, Tableau, Research, Machine Learning",3,Master,Full-time,99;000 - 128;000 a year
Postdoctoral Associate in Machine Learning and Computer Vision,MIT,Cambridge; MA 02139  (MIT area),"Research, Leadership, Computer Vision, Machine Learning",Not specified,Doctorate,Full-time,Not specified
Senior Underwriting Data Analyst,Church Mutual Insurance; S.I.,Hybrid work in Merrill; WI 54452,"Excel, SAS, Tableau, Research, Leadership",Not specified,Bachelor,Full-time,103;500 a year
Data Scientist,Orion,Hybrid work in West Sacramento; CA,"AI, Deep Learning, Data Visualization, Data Analysis, Python, Computer Science, Statistics, Statistical Analysis, Machine Learning",Not specified,Doctorate; Master,Not specified,Not specified
Deep Learning Architect; Generative AI Innovation Center,Amazon Web Services; Inc.,Santa Clara; CA 94085,"AI, Sales, Deep Learning, R, AWS, Java, Cloud Computing, Python, Computer Science, Marketing, Statistics, MATLAB, Research, Machine Learning",Not specified,Bachelor; Doctorate; Master,Full-time,105;100 a year
Health Data Researcher; Data & Insights,WALGREENS,Deerfield; IL 60015,,Not specified,Not Specified,Not specified,Not specified
